,phrase_id,doc_id,text,lemma
4640,74436,102018,Małgorzatą Słomkowską,Małgorzata Słomkowska
4641,474086,102021,forum internetowym,forum internetowe
4649,74506,102022,Pawła Lisickiego,Paweł Lisicki
4650,474089,102022,Loży prasowej,Loża prasowa
4652,74499,102022,Małgorzatę Łaszcz,Małgorzata Łaszcz
4654,76389,102023,Naszej Ukochanej Koalicji,Nasza Ukochana Koalicja
4657,76400,102024,Studia Opinii,Studio Opinii
4658,74563,102024,"Komitetu Prognoz PAN "" Polska 2000 Plus ""","Komitet Prognoz PAN "" Polska 2000 Plus """
4659,474102,102024,Komitetu Prognoz PAN,Komitet Prognoz PAN
4663,474116,102027,mieszkań komunalnych,mieszkania komunalne
4664,74635,102028,Poczty Polskiej,Poczta Polska
4669,74636,102028,Dyrekcji Poczty Polskiej,Dyrekcja Poczty Polskiej
4675,349210,102029,Publicznego Gimnazjum nr 13,Publiczne Gimnazjum nr 13
4676,474127,102029,qmama cyklicznego,qmam cykliczny
4677,349213,102029,Zespołu Szkół Ogólnokształcących,Zespół Szkół Ogólnokształcących
4678,349214,102029,Zespołu Szkół,Zespół Szkół
4679,474130,102029,Rosochatem Kościelnem,Rosochat Kościely
4682,349218,102030,Zespołu Szkół nr 2 im. Emilii Plater,Zespół Szkół nr 2 im.   Emilii Plater
4683,349216,102030,Zespołu Szkół Ponadgimnazjalnych im. Władysława Broniewskiego,Zespół Szkół Ponadgimnazjalnych im.   Władysława Broniewskiego
4684,349217,102030,Szkoły Podstawowej nr 7,Szkoła Podstawowa nr 7
4686,349215,102030,X Liceum Ogólnokształcącego,X Liceum Ogólnokształcące
4688,310399,102030,Władysława Broniewskiego,Władysław Broniewski
4689,310403,102030,Emilii Plater,Emilia Plater
4690,474145,102031,Szkoły MAM,Szkoła MAM
4694,74701,102032,Młodzieżowej Akcji Multimedialnej,Młodzieżowa Akcja Multimedialna
4696,74706,102032,Marii Symkowycz,Maria Symkowycz
4703,310655,102033,Radiu Plus,Radio Plus
4705,76528,102033,Europejskiej Nagrody Literackiej,Europejska Nagroda Literacka
4706,76530,102033,Dużego Formatu,Duży Format
4710,349226,102033,I Społecznego Liceum Ogólnokształcącego,I Społeczne Liceum Ogólnokształcące
4712,76536,102033,Rady Fundacji Nowe Media,Rada Fundacji Nowe Media
4715,74760,102033,Rady Fundacji Centrum Stosunków Międzynarodowych,Rada Fundacji Centrum Stosunków Międzynarodowych
4716,310735,102033,Fundacji Centrum Stosunków Międzynarodowych,Fundacja Centrum Stosunków Międzynarodowych
4719,474250,102034,szkoły podstawowej,szkoła podstawowa
4722,310660,102034,Światowego Przeglądu Folkloru „Integracje,Światowy Przegląd Folkloru „Integracje
4725,474258,102034,Stowarzyszeniu Młodych Dziennikarzy „Polis”,Stowarzyszenie Młodych Dziennikarzy „Polis”
4730,310662,102034,Monitorze Wiadomości,Monitor Wiadomości
4732,76544,102034,Ergo Hestii,Ergo Hestia
4735,474560,102036,człowiekiem roku,człowiek roku
4736,474563,102039,strategię nierynkową,strategia nierynkowa
4738,474568,102040,grę karcianą,gra karciana
4749,484592,102044,Starostwie Powiatowym w Zgierzu,Starostwo Powiatowe w Zgierzu
4751,76686,102044,Starostwie Powiatowym,Starostwo Powiatowe
4752,310704,102044,Kotana Ozorków,Kotan Ozorków
4755,484595,102044,PIŁKARSKICH DERBY OZORKOWA,PIŁKARSKIE DERBY OZORKOWA
4756,310812,102044,Prezesa KS Tur,Prezes KS Tur
4759,74944,102044,B. Osińskiego,B. Osiński
4760,310813,102044,Dyrektora MOSiR,Dyrektor MOSiR
4761,484607,102045,Turu Ozorków,Tur Ozorków
4766,484601,102045,Orła Parzęczew,Orzeł Parzęczew
4775,484610,102046,pomocy dydaktycznych,pomoce dydaktyczne
4783,484614,102047,krajowej drogi nr 1,krajowa droga nr 1
4784,484615,102047,ul. Gębickiej,ul. Gębicka
4785,484619,102047,obwodnicą Ozorkowa,obwodnica Ozorkowa
4786,484617,102047,samochodu osobowego,samochód osobowy
4789,484621,102048,ul. Jagiellońskiej,ul.   Jagiellońska
4790,76746,102048,Zieloną Górą,Zielona Góra
4793,484625,102048,Rady Osiedla w Sokolnikach,Rada Osiedla w Sokolnikach
4794,310817,102048,Rady Osiedla,Rada Osiedla
4795,484632,102049,nadkom. Magdalena Zielińska,nadkom.   Magdalena Zielińska
4797,484634,102049,atrapy broni palnej,atrapa broni palnej
4801,484640,102050,gminy Zgierz,gmina Zgierz
4807,484651,102053,Nowym Targu,Nowy Targ
4808,484655,102053,klasie IC-8 MT Open,klasa IC-8 MT Open
4810,349241,102054,"Stowarzyszenia "" Jestem ""","Stowarzyszenie "" Jestem """
4811,286465,102054,6 Szczepu Harcerskiego,6 Szczep Harcerski
4812,349239,102054,LO im. Władysława Orkana,LO im.   Władysława Orkana
4813,349240,102054,Zespołu Szkół Ponadgimnazjalnych,Zespoł Szkół Ponadgimnazjalnych
4815,304700,102054,Władysława Orkana,Władysław Orkan
4823,468600,102055,Elżbietę Surę,Elżbieta Sura
4826,468601,102055,Zespołu Szkół nr 2 w Wałbrzychu,Zespół Szkół nr 2 w Wałbrzychu
4827,349225,102055,Zespołu Szkół nr 2,Zespół Szkół nr 2
4829,301868,102055,Województwa Dolnośląskiego,Województwo Dolnośląskie
4831,468599,102055,Teatrze Dramatycznym w Wałbrzychu,Teatr Dramatyczny w Wałbrzychu
4832,468598,102055,Katarzyny Hall,Katarzyna Hall
4836,286523,102056,Moniki Toppich,Monika Toppich
4837,286525,102056,Elżbiecie Surze,Elżbieta Sura
4838,286524,102056,Kamila Wiśniewskiego,Kamil Wiśniewski
4841,468606,102056,Qmamie MIG 13,Qmam MIG 13
4843,468607,102056,Publicznego Gimnazjum nr 13 w Wałbrzychu,Publiczne Gimnazjum nr 13 w Wałbrzychu
4846,287351,102056,Zespole Szkół nr 2,Zespół Szkół nr 2
4848,468619,102057,serwisu MAM,serwis MAM
4854,350039,102058,Zespołu Szkół Ogólnokształcących nr 1,Zespół Szkół Ogólnokształcących nr 1
4856,468629,102058,serwisie mam.media.pl,serwis mam.media.pl
4857,286567,102058,Fundacji Centrum Edukacji Obywatelskiej,Fundacja Centrum Edukacji Obywatelskiej
4858,350038,102058,XXV Liceum Ogólnokształcącego,XXV Liceum Ogólnokształcące
4860,350041,102058,Szkoły Podstawowej nr 37,Szkoła Podstawowa nr 37
4865,349243,102059,Zespołu Szkół im. Cypriana Kamila Norwida,Zespół Szkół im.   Cypriana Kamila Norwida
4868,349245,102059,Zespołu Szkół nr 1,Zespół Szkół nr 1
4869,303848,102059,Cypriana Kamila Norwida,Cyprian Kamil Norwid
4871,310496,102059,16. MAM Forum Pismaków,16.   MAM Forum Pismaków
4883,468651,102062,Centrów Informacji Europejskiej,Centrum Informacji Europejskiej
4889,286658,102063,Mykoly Shpakovsky’iego,Mykola Shpakovsky
4890,286662,102063,Telewizji Lwowskiej,Telewizja Lwowska
4894,349247,102063,Szkole Rehabilitacji Społecznej,Szkoła Rehabilitacji Społecznej
4901,310507,102063,Młodzieżowej Akcji Multimedialnej na Ukrainie,Młodzieżowa Akcja Multimedialna na Ukrainie
4903,307901,102064,Radia Polonia,Radio Polonia
4907,286681,102064,Polskiej Agencji Prasowej SA,Polska Agencja Prasowa SA
4909,468670,102064,Stowarzyszenia Instytut Kultury Białoruskiej,Stowarzyszenie Instytut Kultury Białoruskiej
4911,286683,102064,Europejskim Stowarzyszeniu Agencji Prasowych,Europejskie Stowarzyszenie Agencji Prasowych
4912,468666,102064,Europejskiej Agencji Fotograficznej,Europejska Agencja Fotograficzna
4915,468678,102066,Albertem Hupą,Albert Hupa
4918,468682,102066,ks. Henrykiem Paprockim,ks.   Henryk Paprocki
4919,286741,102066,Henrykiem Paprockim,Henryk Paprocki
4920,468683,102066,Konrada Zuse,Konrad Zuse
4923,468686,102067,bloga Mediafun,blog Mediafun
4925,468690,102067,koncertu LD50,koncert LD50
4935,286952,102073,Henrym Jenkinsem,Henry Jenkins
4936,286946,102073,van Kranenburga,van Kranenburg
4938,468715,102073,technologii komunikacyjnych,technologie komunikacyjne
4939,468714,102073,systemu RFID,system RFID
4940,468716,102073,technologii cyfrowych,technologie cyfrowe
4950,468725,102075,cyfrowej rewolucji,cyfrowa rewolucja
4952,468729,102076,wolnych licencjach,wolna licencja
4953,468730,102076,technologii komunikowania,technologie komunikowania
4955,468732,102077,firmy NPD,firma NPD
4958,325909,102077,Next Gen Functionality & Usage,Next Gen Functionality &amp; Usage
4960,468731,102077,rynku gier,rynek gier
4961,468740,102077,płyt Blu-ray,płyty Blu-ray
4967,468751,102079,licencji CC,licencja CC
4968,468750,102079,serwisie Jamendo,serwis Jamendo
4969,309532,102080,Białowieskiego Parku Narodowego,Białowieski Park Narodowy
4971,468752,102080,obywatelską inicjatywą ustawodawczą,obywatelska inicjatywa ustawodawcza
4972,468754,102080,parków narodowych,park narodowy
4973,468756,102080,Jamesa Boyle,James Boyle
4974,468753,102080,ustawy o ochronie przyrody,ustawa o ochronie przyrody
4975,468758,102080,Puszczy Białowieskiej,Puszcza Białowieska
4977,468759,102081,prof. Lou Taylor,prof.   Lou Taylor
4979,468760,102081,designu brytyjskiego,desig brytyjski
4980,287022,102081,"University of California, Irvine","University of California,  Irvine"
4981,468768,102082,Europie Zachodniej,Europa Zachodnia
4982,468765,102082,blogu e-learning 2.0,blog e-learning 2.0
4985,310513,102084,"II Regionalnego Konkursu Fotograficznego "" Ozorków na starej fotografii","II Regionalny Konkurs Fotograficzny "" Ozorków na starej fotografii"
4986,468770,102084,II Regionalnego Konkursu Fotograficznego,II Regionalny Konkurs Fotograficzny
4989,468773,102084,Szkoły Podstawowej nr 4 w Ozorkowie,Szkoła Podstawowa nr 4 w Ozorkowie
4990,350032,102084,Szkoły Podstawowej nr 4,Szkoła Podstawowa nr 4
4991,468772,102084,Burmistrza Miasta Ozorkowa,Burmistrz Miasta Ozorkowa
4992,287048,102087,Filii nr 2 dla Dzieci i Młodzieży,Filia nr 2 dla Dzieci i Młodzieży
4993,468774,102087,epoki Gutenberga,epoka Gutenberga
4995,287084,102088,Sławomira Wojtczaka,Sławomir Wojtczak
4997,468778,102088,Aleksandrowa Łódzkiego,Aleksandrów Łódzki
4999,305944,102088,Ceramiką Paradyż,Ceramika Paradyż
5009,468787,102097,Teatru Powszechnego w Łodzi,Teatr Powszechny w Łodzi
5010,364266,102097,Teatru Powszechnego,Teatr Powszechny
5019,468799,102102,wojewody łódzkiego,wojewoda łódzki
5020,468796,102102,stypendia socjalne,stypendium socjalne
5021,468797,102102,pomocy naukowych,pomoce naukowe
5022,303087,102103,Szkoły Podstawowej nr 1,Szkoła Podstawowa nr 1
5028,468803,102103,Komisję Turystyki Pieszej Oddziału Zgierskiego PTTK,Komisja Turystyki Pieszej Oddziału Zgierskiego PTTK
5032,303088,102103,SLO im. Traugutta,SLO im.   Traugutta
5033,468814,102105,wystawy malarstwa,wystawa malarstwa
5034,287251,102105,Beaty Koszyki,Beata Koszyka
5037,287275,102106,BEATY NOSZCZYŃSKIEJ,BEATA NOSZCZYŃSKA
5039,304225,102106,Kościele N.M.P,Kościół N.M.P
5041,468825,102108,samochodami RC,samochód RC
5042,468831,102109,modelem on-road,model on-road
5045,468833,102111,modelach elektrycznych,model elektryczny
5046,468834,102111,skrzyni biegów,skrzynia biegów
5049,468843,102112,płyty OSB,płyta OSB
5050,468840,102112,Pałacu Kultury i Nauki,Pałac Kultury i Nauki
5051,468848,102113,diod LED,dioda LED
5054,468857,102115,modelu Axial AX10 Scorpion,model Axial AX10 Scorpion
5055,468858,102115,wału napędowego,wał napędowy
5065,468869,102118,torze Henpolu,tor Henpolu
5066,293694,102118,Jamminem X1-CR RTR,Jammin X1-CR RTR
5068,468870,102118,torze Stormdust,tor Stormdust
5069,468875,102119,modelem HPI Hellfire,model HPI Hellfire
5070,468878,102119,systemem Velineon,system Velineon
5071,293707,102119,Hyperem 7,Hyper 7
5079,468887,102121,Lazerem ZX-5,Lazer ZX-5
5081,293721,102121,Lightningiem Stadium 10,Lightning Stadium 10
5086,293734,102122,Rustlerze XL-1,Rustler XL-1
5087,468897,102122,Mistrzostw Polski w klasie IC-8 Buggy,Mistrzostwa Polski w klasie IC-8 Buggy
5089,468899,102122,modelu RC18T,model RC18T
5090,468905,102122,silnikiem Novak 8.5,silnik Novak 8.5
5092,468900,102122,firmę Hengyu,firma Hengyu
5096,468908,102123,podwoziu HPI Super Nitro RS4,podwozie HPI Super Nitro RS4
5099,305975,102124,Ofną Hyper 7,Ofna Hyper 7
5102,468914,102124,Jamminami CRT.5,Jamminam CRT.5
5104,468919,102124,firmy MaxAmps,firma MaxAmps
5106,468921,102125,modeli elektrycznych,model elektryczny
5112,293756,102126,Jamminów CRT.5,Jammin CRT.5
5114,468930,102126,Ofnę Hyper 7,Ofna Hyper 7
5116,293752,102126,Hot Bodies Lightninga 2 Pro Evo,Hot Bodies Lightning 2 Pro Evo
5119,468946,102127,Jamminie CRT.5,Jammin CRT.5
5120,468940,102127,strefy serwisowej,strefa serwisowa
5123,468947,102128,napędzie nitro,napęd nitro
5125,293782,102129,Lightningu Stadium,Lightning Stadium
5126,468957,102129,napędu elektrycznego,napęd elektryczny
5128,467884,102131,Szkoły Wyższej Psychologii Społecznej w Sopocie,Szkoła Wyższej Psychologii Społecznej w Sopocie
5129,80479,102131,Szkoły Wyższej Psychologii Społecznej,Szkoła Wyższa Psychologii Społecznej
5131,467885,102132,nagrody finansowej,nagroda finansowa
5132,467888,102132,kieratu szczęścia,kierat szczęścia
5136,467896,102133,Uniwersytetu Colorado w Boulder,Uniwersytet Colorado w Boulder
5140,467899,102133,Uniwersytetu w Cornell,Uniwersytet w Cornell
5144,467910,102134,emocji niemoralnych,emocje niemoralne
5146,467909,102134,emocji moralnych,emocje moralne
5148,310516,102134,Wilim Szekspir,Wiliam Szekspir
5149,467904,102134,Efektem Makbeta,Efekt Makbeta
5150,467913,102136,korę przedczołową,kora przedczołowy
5151,310683,102138,ustawa o zakazie palenia w miejscach publicznych,Ustawa o zakazie palenia w miejscach publicznych
5153,467918,102138,paleniu papierosów,palenie papierosów
5154,78199,102140,Słowian wschodnich,Słowianin wschodni
5155,79773,102140,Słowian zachodnich,Słowianin zachodni
5156,467920,102140,indoeuropejskich religii politeistycznych,indoeuropejska religia politeistyczna
5157,79735,102141,Kotlina Jasielsko - Krośnieńska,Kotlina Jasielsko-Krośnieńska
5159,79744,102141,Tatrach Wschodnich,Tatry Wschodnie
5160,79740,102141,Tatrach Wysokich,Tatry Wysokie
5165,79739,102141,Tatr Zachodnich,Tatry Zachodnie
5166,78237,102141,Sromowiec Niżnych,Sromowce Niżne
5170,79745,102141,Jaskini Mroźnej,Jaskinia Mroźna
5174,467951,102148,wyrażeń algebraicznych,wyrażenia algebraiczne
5178,467955,102148,technologii informacyjnej,technologia informacyjna
5181,467967,102149,kół podbiegunowych,koło podbiegunowe
5183,467963,102149,strefy oświetlenia,strefa oświetlenia
5185,467962,102149,strefy umiarkowanych szerokości,strefa umiarkowanych szerokości
5186,467965,102149,strefy okołobiegunowe,strefa okołobiegunowa
5189,468100,102150,pakietu KDE Web Dev,pakiet KDE Web Dev
5193,468101,102150,systemu Linux,system Linux
5196,80959,102153,von Neumanna,von Neumann
5200,468117,102155,twierdzenia Eulera,twierdzenie Eulera
5203,79805,102156,Miejskiego Przedsiębiorstwa Energetyki Cieplnej Sp. z o.o.,Miejskie Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.
5205,79808,102156,Samorządowego Kolegium Odwoławczego w Białymstoku,Samorządowe Kolegium Odwoławcze w Białymstoku
5206,79794,102156,"ustawy z dnia 3 października 2008 r. o udostępnianiu informacji o środowisku i jego ochronie, udziale społeczeństwa w ochronie środowiska oraz o ocenach oddziaływania na środowisko","Ustawa z dnia 3 października 2008 r. o udostępnianiu informacji o środowisku i jego ochronie, udziale społeczeństwa w ochronie środowiska oraz o ocenach oddziaływania na środowisko"
5207,79806,102156,Urzędzie Miejskim w Białymstoku,Urząd Miejski w Białymstoku
5209,79807,102156,Departamencie Architektury,Departament Architektury
5210,79796,102156,ustawy z dnia 27 marca 2003 r. o planowaniu i zagospodarowaniu przestrzennym,Ustawa z dnia 27 marca 2003 r. o planowaniu i zagospodarowaniu przestrzennym
5211,78291,102156,Urzędu Miejskiego w Białymstoku,Urząd Miejski w Białymstoku
5214,466278,102156,komory BK-203,komora BK-203
5219,79821,102157,Rady Miasta Bydgoszczy,Rada Miasta Bydgoszczy
5220,79816,102157,Diagnozie prospektywnej,Diagnoza prospektywna
5221,310526,102157,Prezydenta Miasta,Prezydent Miasta
5222,79820,102157,Prezydenta Miasta Bydgoszczy,Prezydent Miasta Bydgoszczy
5223,466284,102157,Urzędu Miasta,Urząd Miasta
5224,79818,102157,Społecznej Rady Konsultacyjnej ds. aktualizacji „Strategii Rozwoju Bydgoszczy do 2015 roku”,"Społeczna Rada Konsultacyjna ds. aktualizacji „Strategii Rozwoju Bydgoszczy do 2015 roku"""
5225,466285,102157,Aktualizacji Strategii Rozwoju Miasta,Aktualizacja Strategii Rozwoju Miasta
5226,79819,102157,Strategii Rozwoju Bydgoszczy do 2015 roku,Strategia Rozwoju Bydgoszczy do 2015 roku
5228,466299,102158,drogi krajowej nr 1,droga krajowa nr 1
5229,79825,102158,alei Zwycięstwa,aleja Zwycięstwa
5234,309552,102158,dróg krajowych nr 6 i 7,drogi krajowe nr 6 i 7
5235,466295,102158,wiaduktu Błędnik,wiadukt Błędnik
5240,466300,102159,Rady Miasta Lublin,Rada Miasta Lublin
5242,78343,102159,Stefana Wyszyńskiego,Stefan Wyszyński
5244,78333,102159,Wniebowstąpienia Pańskiego,Wniebowstąpienie Pańskie
5246,466301,102159,Stefana Kardynała Wyszyńskiego,Stefan Kardynał Wyszyński
5247,310530,102159,30. rocznicę śmierci,30. rocznica śmierci
5249,79845,102159,Prymasa Tysiąclecia,Prymas Tysiąclecia
5252,78325,102159,Prymasem Tysiąclecia,Prymas Tysiąclecia
5253,79837,102159,Pannę świętą,Panna święta
5255,80519,102160,ustawy z dnia 8 marca 1990 r. o samorządzie gminnym,Ustawa z dnia 8 marca 1990 r. o samorządzie gminnym
5259,466308,102160,Gminy Lublin,Gmina Lublin
5260,466309,102160,"projektu ""SzOK przez cały rok""","projekt ""SzOK przez cały rok"""
5262,78354,102160,Europejskiego Funduszu Społecznego,Europejski Fundusz Społeczny
5264,466312,102160,Programu Operacyjnego Kapitał Ludzki 2007-2013,Program Operacyjny Kapitał Ludzki 2007-2013
5266,466313,102160,Priorytetu IX Rozwój wykształcenia i kompetencji w regionach,Priorytet IX Rozwój wykształcenia i kompetencji w regionach
5269,466325,102161,rzeką Mleczną,rzeka Mleczna
5270,466324,102161,powiatu grodzkiego,powiat grodzki
5271,79857,102161,regionu łódzko-wieluńskiego,region łódzko-wieluński
5274,466319,102161,województwa mazowieckiego,województwo mazowieckie
5275,466320,102161,Równinie Radomskiej,Równina Radomska
5276,466322,102161,Europy Północnej,Europa Północna
5278,466321,102161,Niziny Mazowieckiej,Nizina Mazowiecka
5279,78366,102161,Kudowie Zdroju,Kudowa Zdrój
5283,80539,102162,Programu Rewitalizacji Społecznej pn. „Rewitalizacja młodych ludzi – nasza przyszłość”,Program Rewitalizacji Społecznej pn. „Rewitalizacja młodych ludzi – nasza przyszłość”
5284,466330,102162,Rady Miejskiej w Radomiu,Rada Miejska w Radomiu
5286,466337,102162,Prezydentowi Miasta Radomia,Prezydent Miasta Radomia
5287,80534,102162,ustawy z dnia 27 sierpnia 2009 roku o finansach publicznych,Ustawa z dnia 27 sierpnia 2009 roku o finansach publicznych
5288,80540,102162,Programu Rewitalizacji Społecznej pn. „Rewitalizacja młodych ludzi – nasza przyszłość,Program Rewitalizacji Społecznej pn. „Rewitalizacja młodych ludzi – nasza przyszłość”
5291,308730,102162,Gminę Miasta Radomia,Gmina Miasta Radomia
5294,80536,102162,ustawy z dnia 8 marca 1990 roku o samorządzie gminnym,Ustawa z dnia 8 marca 1990 roku o samorządzie gminnym
5296,80533,102162,Program Operacyjny Kapitał Ludzki,Program Operacyjny Kapita łLudzki
5299,466340,102163,programów ochrony powietrza,program ochrony powietrza
5301,80544,102163,"Programu ochrony powietrza dla czterech stref województwa zachodniopomorskiego (Aglomeracji Szczecińskiej, m.Koszalin, powiatu gryfińskiego oraz powiatu szczecineckiego) ze względu na stwierdzenie przekroczenia poziomu docelowego określonego dla benzo(a)pirenu","Program ochrony powietrza dla czterech stref województwa zachodniopomorskiego (Aglomeracji Szczecińskiej, m. Koszalin, powiatu gryfińskiego oraz powiatu szczecineckiego) ze względu na stwierdzenie przekroczenia poziomu docelowego określonego dla benzo(a)p"
5302,466341,102163,jakości powietrza,jakość powietrza
5304,80542,102163,Aglomeracji Szczecińskiej,Aglomeracja Szczecińska
5307,80552,102164,Wydziale Architektury i Budownictwa Urzędu m.st. Warszawy dla Dzielnicy Wesoła,Wydział Architektury i Budownictwa Urzędu m.st. Warszawy dla Dzielnicy Wesoła
5308,466345,102164,Wydziale Architektury i Budownictwa Urzędu m.st. Warszawy,Wydział Architektury i Budownictwa Urzędu m.st. Warszawy
5311,466346,102164,Dzielnicy Wesoła,Dzielnica Wesoła
5312,80554,102164,Urzędzie m.st. Warszawy,Urząd m. st. Warszawy
5317,80558,102164,1.Praskiego Pułku,1. Praski Pułk
5319,466347,102164,przewodów wodociągowych,przewody wodociągowe
5321,80561,102165,Urzędu m.st. Warszawy,Urząd m.st. Warszawy
5322,466350,102165,dokumenty tożsamości,dokument tożsamości
5326,466349,102165,kierownikiem urzędu stanu cywilnego,kierownik urzędu stanu cywilnego
5327,80563,102165,Wydziale Obsługi Mieszkańców,Wydział Obsługi Mieszkańców
5330,466358,102166,chorób meteotropowych,choróby meteotropowe
5331,466356,102166,BIURA PROGNOZ METEOROLOGICZNYCH IMGW we Wrocławiu,BIURO PROGNOZ METEOROLOGICZNYCH IMGW we Wrocławiu
5332,78446,102166,Urzędu Miejskiego Wrocławia,Urząd Miejski Wrocław
5333,466357,102166,województwa dolnośląskiego,województwo dolnośląskie
5334,466362,102167,Domem Harcerza,Dom Harcerza
5335,78478,102167,Jerzego Zgodzińskiego,Jerzy Zgodziński
5337,80968,102167,ustawy o samorządzie gminnym,Ustawa o samorządzie gminnym
5338,80974,102167,Zasadniczej Szkole Zawodowej,Zasadnicza Szkoła Zawodowa
5341,466364,102167,Stanisława Rogulskiego,Stanisław Rogulski
5342,80976,102167,Szczepu Drużyn Harcerskich im. Janusza Korczaka,Szczep Drużyn Harcerskich im. Janusza Korczaka
5343,78481,102167,Janusza Korczaka,Janusz Korczak
5344,466365,102167,Zespołu Szkół Elektronicznych i Samochodowych,Zespół Szkół Elektronicznych  i Samochodowych
5346,466359,102167,herbu gminy,herb gminy
5348,466360,102167,nazw ulic,nazwy ulic
5350,466367,102167,Polskiego Komitetu Korczakowskiego,Polski Komiteu Korczakowski
5351,466361,102167,ustawy o drogach publicznych,ustaw oa drogach publicznych
5353,466368,102167,Leszka Kornosza,Leszek Kornosz
5354,466369,102167,Komendanta Chorągwi Ziemi Lubuskiej Związku Harcerstwa Polskiego,Komendant Chorągwi Ziemi Lubuskiej Związku Harcerstwa Polskiego
5355,80971,102167,Chorągwi Ziemi Lubuskiej,Chorągiew Ziemi Lubuskiej
5356,80972,102167,Ziemi Lubuskiej,Ziemia Lubuska
5357,80973,102167,Związku Harcerstwa Polskiego,Związek Harcerstwa Polskiego
5360,467521,102178,Chrystusa Pana,Chrystus Pan
5365,467551,102181,Radziwiłłowską partią,Radziwiłłowska partia
5366,467549,102181,Ignacym Wołodkowiczem,Ignacy Wołodkowicz
5367,467558,102182,pana Winklera,pan Winkler
5368,467559,102182,doktorowi Kunoki,doktor Kunoki
5374,467619,102191,ulicy Dobrej,ulica Dobra
5375,467627,102193,dworcu towarowym,dworzec towarowy
5377,467634,102193,stacji Przełęcz,stacja Przełęcz
5378,467628,102193,wagonie pocztowym,wagon pocztowy
5383,467678,102201,sklepie kolonialnym,sklep kolonialny
5388,467703,102205,biegłość żeglarską,biegłość żeglarska
5390,467729,102208,morza Czarnego,morze Czarne
5391,467728,102208,Azyi Mniejszej,Azyia Mniejsza
5394,467743,102210,Wyspie Cmentarnej,Wyspa Cmentarna
5395,465840,102211,manewru zatrzymania,manewr zatrzymania
5397,465838,102211,układu napędowego,układ napędowy
5401,80015,102212,Zjednoczonego Królestwa Wielkiej Brytanii i Irlandii Północnej,Zjednoczone Królestwo Wielkiej Brytanii i Irlandii Północnej
5403,80017,102212,Traktatu ustanawiającego Konstytucję dla Europy,Traktat ustanawiający Konstytucję dla Europy
5408,80018,102212,Traktatu ustanawiającego Europejską Wspólnotę Energii Atomowej,Traktat ustanawiający Europejską Wspólnotę Energii Atomowej
5409,78688,102212,Europejską Wspólnotę Energii Atomowej,Europejska Wspólnota Energii Atomowej
5414,80027,102212,Traktacie ustanawiającym Konstytucję dla Europy,Traktat ustanawiający Konstytucję dla Europy
5417,80028,102212,Traktacie ustanawiającym Europejską Wspólnotę Energii Atomowej,Traktat ustanawiający Europejską Wspólnotę Energii Atomowej
5419,465849,102213,Państw Członkowskich,Państwa Członkowskie
5420,80155,102213,Umowy o Partnerstwie,Umowa o Partnerstwie
5422,80080,102213,"Grupy Państw Afryki, Karaibów i Pacyfiku","Grupa Państw Afryki, Karaibów i Pacyfiku"
5423,465856,102213,Wspólnotą Europejską,Wspólnota Europejska
5424,78722,102213,Jugosłowiańską Republiką Macedonii,Jugosłowiańska Republika Macedonii
5425,465855,102213,Radą Unii Europejskiej,Rada Unii Europejskiej
5427,78732,102213,Federacją Rosyjską,Federacja Rosyjska
5429,78734,102213,Republiką Południowej Afryki,Republika Południowej Afryki
5430,78735,102213,Koreą Południową,Korea Południowa
5431,465863,102214,substancji odżywczych,substancje odżywcze
5433,465862,102214,potrzeb żywieniowych,potrzeby żywieniowe
5434,465864,102215,Komitetu ds. Agencji Wykonawczych,Komitet ds. Agencji Wykonawczych
5435,465867,102215,agencji wykonawczej,agencja wykonawcza
5436,465870,102215,sektora audiowizualnego,sektor audiowizualny
5437,80201,102215,Rady (WE),Rada (WE)
5439,465872,102216,gazu ziemnego,gaz ziemny
5440,465873,102216,gazociągów wysokociśnieniowych,gazociąg wysokociśnieniowy
5441,465874,102216,gazociągów kopalnianych,gazociąg kopalniany
5443,465884,102217,chorób zwierząt,choroby zwierząt
5444,80266,102217,"rozporządzenia Rady (WE, Euratom) nr 1605/2002 z dnia 25 czerwca 2002 r. w sprawie rozporządzenia finansowego mającego zastosowanie do budżetu ogólnego Wspólnot Europejskich","rozporządzenie Rady (WE, Euratom) nr 1605/2002 z dnia 25 czerwca 2002 r. w sprawie rozporządzenia finansowego mającego zastosowanie do budżetu ogólnego Wspólnot Europejskich"
5445,465885,102217,chorób odzwierzęcych,choroby odzwierzęce
5446,465891,102217,ptasiej grypy,ptasia grypa
5447,80267,102217,Wspólnot Europejskich,Wspólnota Europejska
5449,81094,102218,"rozporządzeniu Ministra Gospodarki z dnia 28 czerwca 2002 r. w sprawie bezpieczeństwa i higieny pracy, prowadzenia ruchu oraz specjalistycznego zabezpieczenia przeciwpożarowego w zakładach górniczych wydobywających kopaliny otworami wiertniczymi","rozporządzenie Ministra Gospodarki z dnia 28 czerwca 2002 r. w sprawie bezpieczeństwa i higieny pracy, prowadzenia ruchu oraz specjalistycznego zabezpieczenia przeciwpożarowego w zakładach górniczych wydobywających kopaliny otworami wiertniczymi"
5450,81090,102218,"MINISTRA GOSPODARKI, PRACY I POLITYKI SPOŁECZNEJ","Minister Gospodarki, Pracy i Polityki Społecznej"
5451,81093,102218,Ministra Gospodarki,Minister Gospodarki
