,phrase_id,doc_id,text,lemma,numbers,cases,relations,heads,pairs,relation,head,final_number,final_case
4361,465724,101937,badań statystycznych,badania statystyczne,['pl'],['gen'],['agreement'],['badania'],"[('badań', 'statystycznych')]",agreement,badania,pl,gen
4363,465722,101937,systemów informacyjnych administracji publicznej,system informacyjny administracji publicznej,"['pl', 'pl', ['sg', 'sg', 'sg']]","['gen', 'gen', ['loc', 'dat', 'gen']]","['agreement', 'agreement', 'agreement']","['system', 'administracji', 'administracji']","[('systemów', 'informacyjnych'), ('informacyjnych', 'administracji'), ('administracji', 'publicznej')]",agreement,system,pl,gen
4364,465723,101937,systemów pozaadministracyjnych,system pozaadministracyjny,['pl'],['gen'],['agreement'],['system'],"[('systemów', 'pozaadministracyjnych')]",agreement,system,pl,gen
4369,465727,101938,drogą dyplomatyczną,droga dyplomatyczna,"[['sg', 'sg']]","[['acc', 'inst']]",['agreement'],['droga'],"[('drogą', 'dyplomatyczną')]",agreement,droga,sg,acc
4369,465727,101938,drogą dyplomatyczną,droga dyplomatyczna,"[['sg', 'sg']]","[['acc', 'inst']]",['agreement'],['droga'],"[('drogą', 'dyplomatyczną')]",agreement,droga,sg,inst
4372,465734,101938,prawem krajowym,prawo krajowe,['sg'],['inst'],['agreement'],['prawo'],"[('prawem', 'krajowym')]",agreement,prawo,sg,inst
4373,80567,101939,RZECZPOSPOLITA POLSKA,Rzeczpospolita Polska,"[['sg', 'sg']]","[['voc', 'nom']]",['agreement'],['Rzeczpospolita'],"[('RZECZPOSPOLITA', 'POLSKA')]",agreement,Rzeczpospolita,sg,voc
4373,80567,101939,RZECZPOSPOLITA POLSKA,Rzeczpospolita Polska,"[['sg', 'sg']]","[['voc', 'nom']]",['agreement'],['Rzeczpospolita'],"[('RZECZPOSPOLITA', 'POLSKA')]",agreement,Rzeczpospolita,sg,nom
4375,465745,101939,INFORMACJI NIEJAWNYCH,INFORMACJE NIEJAWNE,['pl'],['gen'],['agreement'],['INFORMACJE'],"[('INFORMACJI', 'NIEJAWNYCH')]",agreement,INFORMACJE,pl,gen
4376,465744,101939,Stanach Zjednoczonych Ameryki,Stany Zjednoczone Ameryki,"['pl', 'pl']","['loc', 'acc']","['agreement', 'agreement']","['Stany', 'Ameryki']","[('Stanach', 'Zjednoczonych'), ('Zjednoczonych', 'Ameryki')]",agreement,Stany,pl,loc
4378,465737,101939,Strony otrzymującej,Strona otrzymująca,['sg'],['gen'],['agreement'],['Strona'],"[('Strony', 'otrzymującej')]",agreement,Strona,sg,gen
4380,80568,101939,Agencji Bezpieczeństwa Wewnętrznego,Agencja Bezpieczeństwa Wewnętrznego,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['Agencja', 'Bezpieczeństwa']","[('Agencji', 'Bezpieczeństwa'), ('Bezpieczeństwa', 'Wewnętrznego')]",agreement,Agencja,sg,gen
4382,465735,101939,klauzulę tajności,klauzula tajności,[['sg']],[['acc']],['government'],['klauzula'],"[('klauzulę', 'tajności')]",government,klauzula,sg,acc
4384,80569,101939,Służby Kontrwywiadu Wojskowego,Służba Kontrwywiadu Wojskowego,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['Służba', 'Kontrwywiadu']","[('Służby', 'Kontrwywiadu'), ('Kontrwywiadu', 'Wojskowego')]",agreement,Służba,sg,gen
4386,465738,101939,Strony wytwarzającej,Strona wytwarzająca,['sg'],['gen'],['agreement'],['Strona'],"[('Strony', 'wytwarzającej')]",agreement,Strona,sg,gen
4387,310470,101940,PREZYDENT RZECZYPOSPOLITEJ POLSKIEJ,Prezydent Rzeczypospolitej Polskiej,"[None, ['sg', 'sg', 'sg']]","[None, ['loc', 'dat', 'gen']]","[None, 'agreement']","[None, 'Rzeczypospolitej']","[('PREZYDENT', 'RZECZYPOSPOLITEJ'), ('RZECZYPOSPOLITEJ', 'POLSKIEJ')]",agreement,Rzeczypospolitej,sg,gen
4387,310470,101940,PREZYDENT RZECZYPOSPOLITEJ POLSKIEJ,Prezydent Rzeczypospolitej Polskiej,"[None, ['sg', 'sg', 'sg']]","[None, ['loc', 'dat', 'gen']]","[None, 'agreement']","[None, 'Rzeczypospolitej']","[('PREZYDENT', 'RZECZYPOSPOLITEJ'), ('RZECZYPOSPOLITEJ', 'POLSKIEJ')]",agreement,Rzeczypospolitej,sg,loc
4387,310470,101940,PREZYDENT RZECZYPOSPOLITEJ POLSKIEJ,Prezydent Rzeczypospolitej Polskiej,"[None, ['sg', 'sg', 'sg']]","[None, ['loc', 'dat', 'gen']]","[None, 'agreement']","[None, 'Rzeczypospolitej']","[('PREZYDENT', 'RZECZYPOSPOLITEJ'), ('RZECZYPOSPOLITEJ', 'POLSKIEJ')]",agreement,Rzeczypospolitej,sg,dat
4389,80573,101940,RZECZYPOSPOLITEJ POLSKIEJ,Rzeczpospolita Polska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Rzeczpospolita'],"[('RZECZYPOSPOLITEJ', 'POLSKIEJ')]",agreement,Rzeczpospolita,sg,gen
4389,80573,101940,RZECZYPOSPOLITEJ POLSKIEJ,Rzeczpospolita Polska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Rzeczpospolita'],"[('RZECZYPOSPOLITEJ', 'POLSKIEJ')]",agreement,Rzeczpospolita,sg,loc
4389,80573,101940,RZECZYPOSPOLITEJ POLSKIEJ,Rzeczpospolita Polska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Rzeczpospolita'],"[('RZECZYPOSPOLITEJ', 'POLSKIEJ')]",agreement,Rzeczpospolita,sg,dat
4390,80571,101940,Rzecząpospolitą Polską,Rzeczpospolita Polska,['sg'],['inst'],['agreement'],['Rzeczpospolita'],"[('Rzecząpospolitą', 'Polską')]",agreement,Rzeczpospolita,sg,inst
4392,78528,101940,Królestwem Hiszpanii,Królestwo Hiszpanii,"[['sg', 'pl']]","[['inst', 'inst']]",['government'],['Królestwo'],"[('Królestwem', 'Hiszpanii')]",government,Królestwo,sg,inst
4392,78528,101940,Królestwem Hiszpanii,Królestwo Hiszpanii,"[['sg', 'pl']]","[['inst', 'inst']]",['government'],['Królestwo'],"[('Królestwem', 'Hiszpanii')]",government,Królestwo,pl,inst
4393,465748,101940,ochronie informacji niejawnych,ochrona informacji niejawnych,"[['sg', 'sg'], 'pl']","[['loc', 'dat'], 'gen']","['agreement', 'agreement']","['ochrona', 'informacji']","[('ochronie', 'informacji'), ('informacji', 'niejawnych')]",agreement,ochrona,sg,loc
4393,465748,101940,ochronie informacji niejawnych,ochrona informacji niejawnych,"[['sg', 'sg'], 'pl']","[['loc', 'dat'], 'gen']","['agreement', 'agreement']","['ochrona', 'informacji']","[('ochronie', 'informacji'), ('informacji', 'niejawnych')]",agreement,ochrona,sg,dat
4397,465760,101941,języka ukraińskiego,język ukraińskiego,['sg'],['gen'],['agreement'],['język'],"[('języka', 'ukraińskiego')]",agreement,język,sg,gen
4398,465759,101941,szkołami wyższymi,szkoły wyższe,['pl'],['inst'],['agreement'],['szkoły'],"[('szkołami', 'wyższymi')]",agreement,szkoły,pl,inst
4399,465766,101941,ekwiwalencji świadectw szkolnych,ekwiwalencja świadectw szkolnych,"['pl', 'pl']","['gen', 'gen']","['agreement', 'agreement']","['ekwiwalencja', 'świadectw']","[('ekwiwalencji', 'świadectw'), ('świadectw', 'szkolnych')]",agreement,ekwiwalencja,pl,gen
4402,465767,101941,dyplomów ukończenia studiów wyższych,dyplomy ukończenia studiów wyższych,"[['pl'], None, 'pl']","[['gen'], None, 'gen']","['government', None, 'agreement']","['dyplomy', None, 'studiów']","[('dyplomów', 'ukończenia'), ('ukończenia', 'studiów'), ('studiów', 'wyższych')]",government,dyplomy,pl,gen
4404,465768,101941,dyplomów o nadaniu stopni i tytułów naukowych,dyplomy o nadaniu stopni i tytułów naukowych,"[['pl'], ['sg', 'sg'], None, 'pl', 'pl']","[['gen'], ['loc', 'dat'], None, 'gen', 'gen']","['government', 'government', None, 'agreement', 'agreement']","['dyplomy', 'nadaniu', None, 'stopni', 'tytułów']","[('dyplomów', 'o'), ('o', 'nadaniu'), ('nadaniu', 'stopni'), ('stopni', 'tytułów'), ('tytułów', 'naukowych')]",government,dyplomy,pl,gen
4406,465769,101942,Państwa wzywającego,Państwo wzywające,['sg'],['gen'],['agreement'],['Państwo'],"[('Państwa', 'wzywającego')]",agreement,Państwo,sg,gen
4407,465772,101942,danych osobowych,dane osobowe,"[['pl', 'pl', 'pl']]","[['acc', 'loc', 'gen']]",['agreement'],['osobowe'],"[('danych', 'osobowych')]",agreement,osobowe,pl,acc
4407,465772,101942,danych osobowych,dane osobowe,"[['pl', 'pl', 'pl']]","[['acc', 'loc', 'gen']]",['agreement'],['osobowe'],"[('danych', 'osobowych')]",agreement,osobowe,pl,loc
4407,465772,101942,danych osobowych,dane osobowe,"[['pl', 'pl', 'pl']]","[['acc', 'loc', 'gen']]",['agreement'],['osobowe'],"[('danych', 'osobowych')]",agreement,osobowe,pl,gen
4410,81014,101943,Krajowego Systemu Informatycznego,Krajowy System Informatyczny,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['System', 'System']","[('Krajowego', 'Systemu'), ('Systemu', 'Informatycznego')]",agreement,System,sg,gen
4411,465778,101943,Krajowego Systemu Informatycznego,Krajowy Systemu Informatyczny,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['Systemu', 'Systemu']","[('Krajowego', 'Systemu'), ('Systemu', 'Informatycznego')]",agreement,Systemu,sg,gen
4412,80991,101943,Europejskiego Urzędu Policji,Europejski Urząd Policji,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['Urząd', 'Urząd']","[('Europejskiego', 'Urzędu'), ('Urzędu', 'Policji')]",agreement,Urząd,sg,gen
4413,465780,101943,Wizowego Systemu Informacyjnego,Wizowy System Informacyjny,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['System', 'System']","[('Wizowego', 'Systemu'), ('Systemu', 'Informacyjnego')]",agreement,System,sg,gen
4415,465775,101943,Systemu Informacyjnego Schengen drugiej generacji,System Informacyjny Schengen drugiej generacji,"['sg', ['sg', 'sg'], None, ['sg', 'sg', 'sg']]","['gen', ['acc', 'gen'], None, ['loc', 'dat', 'gen']]","['agreement', 'government', None, 'agreement']","['System', 'Informacyjny', None, 'drugiej']","[('Systemu', 'Informacyjnego'), ('Informacyjnego', 'Schengen'), ('Schengen', 'drugiej'), ('drugiej', 'generacji')]",government,Informacyjny,sg,acc
4415,465775,101943,Systemu Informacyjnego Schengen drugiej generacji,System Informacyjny Schengen drugiej generacji,"['sg', ['sg', 'sg'], None, ['sg', 'sg', 'sg']]","['gen', ['acc', 'gen'], None, ['loc', 'dat', 'gen']]","['agreement', 'government', None, 'agreement']","['System', 'Informacyjny', None, 'drugiej']","[('Systemu', 'Informacyjnego'), ('Informacyjnego', 'Schengen'), ('Schengen', 'drugiej'), ('drugiej', 'generacji')]",government,Informacyjny,sg,gen
4416,80999,101943,Systemu Informacyjnego Schengen,System Informacyjny Schengen,"['sg', ['sg', 'sg']]","['gen', ['acc', 'gen']]","['agreement', 'government']","['System', 'Informacyjny']","[('Systemu', 'Informacyjnego'), ('Informacyjnego', 'Schengen')]",government,Informacyjny,sg,acc
4416,80999,101943,Systemu Informacyjnego Schengen,System Informacyjny Schengen,"['sg', ['sg', 'sg']]","['gen', ['acc', 'gen']]","['agreement', 'government']","['System', 'Informacyjny']","[('Systemu', 'Informacyjnego'), ('Informacyjnego', 'Schengen')]",government,Informacyjny,sg,gen
4417,78546,101943,Rzeczpospolitą Polską,Rzeczpospolita Polska,"[['sg', 'sg']]","[['acc', 'inst']]",['agreement'],['Rzeczpospolita'],"[('Rzeczpospolitą', 'Polską')]",agreement,Rzeczpospolita,sg,acc
4417,78546,101943,Rzeczpospolitą Polską,Rzeczpospolita Polska,"[['sg', 'sg']]","[['acc', 'inst']]",['agreement'],['Rzeczpospolita'],"[('Rzeczpospolitą', 'Polską')]",agreement,Rzeczpospolita,sg,inst
4418,81008,101943,Wizowym Systemie Informacyjnym,Wizowy System Informacyjny,"['sg', 'sg']","['loc', 'loc']","['agreement', 'agreement']","['System', 'System']","[('Wizowym', 'Systemie'), ('Systemie', 'Informacyjnym')]",agreement,System,sg,loc
4421,78544,101943,Europejskiemu Inspektorowi Ochrony Danych,Europejski Inspektor Ochrony Danych,"['sg', ['sg'], 'pl']","['dat', ['dat'], 'acc']","['agreement', 'government', 'agreement']","['Inspektor', 'Inspektor', 'Ochrony']","[('Europejskiemu', 'Inspektorowi'), ('Inspektorowi', 'Ochrony'), ('Ochrony', 'Danych')]",government,Inspektor,sg,dat
4423,81034,101944,Filii Uniwersytetu Warszawskiego w Białymstoku,Filia Uniwersytetu Warszawskiego w Białymstoku,"['sg', 'sg', None, None]","['gen', 'gen', None, None]","['agreement', 'agreement', None, None]","['Filia', 'Uniwersytetu', None, None]","[('Filii', 'Uniwersytetu'), ('Uniwersytetu', 'Warszawskiego'), ('Warszawskiego', 'w'), ('w', 'Białymstoku')]",agreement,Filia,sg,gen
4424,81018,101944,Uniwersytetu w Białymstoku,Uniwersytet w Białymstoku,"[['sg'], None]","[['gen'], None]","['government', None]","['Uniwersytet', None]","[('Uniwersytetu', 'w'), ('w', 'Białymstoku')]",government,Uniwersytet,sg,gen
4433,81030,101944,Filii w Białymstoku,Filia w Białymstoku,"[['pl', 'sg', 'sg', 'sg'], None]","[['gen', 'loc', 'dat', 'gen'], None]","['government', None]","['Filia', None]","[('Filii', 'w'), ('w', 'Białymstoku')]",government,Filia,pl,gen
4433,81030,101944,Filii w Białymstoku,Filia w Białymstoku,"[['pl', 'sg', 'sg', 'sg'], None]","[['gen', 'loc', 'dat', 'gen'], None]","['government', None]","['Filia', None]","[('Filii', 'w'), ('w', 'Białymstoku')]",government,Filia,sg,loc
4433,81030,101944,Filii w Białymstoku,Filia w Białymstoku,"[['pl', 'sg', 'sg', 'sg'], None]","[['gen', 'loc', 'dat', 'gen'], None]","['government', None]","['Filia', None]","[('Filii', 'w'), ('w', 'Białymstoku')]",government,Filia,sg,dat
4433,81030,101944,Filii w Białymstoku,Filia w Białymstoku,"[['pl', 'sg', 'sg', 'sg'], None]","[['gen', 'loc', 'dat', 'gen'], None]","['government', None]","['Filia', None]","[('Filii', 'w'), ('w', 'Białymstoku')]",government,Filia,sg,gen
4434,465783,101944,badań naukowych,badania naukowe,['pl'],['gen'],['agreement'],['badania'],"[('badań', 'naukowych')]",agreement,badania,pl,gen
4441,310472,101945,Prezesa Urzędu Ochrony Konkurencji i Konsumentów,Prezes Urzędu Ochrony Konkurencji i Konsumentów,"['sg', 'sg', 'sg', 'pl']","['gen', 'gen', 'gen', 'gen']","['agreement', 'agreement', 'agreement', 'agreement']","['Prezes', 'Urzędu', 'Ochrony', 'Konkurencji']","[('Prezesa', 'Urzędu'), ('Urzędu', 'Ochrony'), ('Ochrony', 'Konkurencji'), ('Konkurencji', 'Konsumentów')]",agreement,Prezes,sg,gen
4443,465795,101945,Kodeksu handlowego,Kodeks handlowy,['sg'],['gen'],['agreement'],['Kodeks'],"[('Kodeksu', 'handlowego')]",agreement,Kodeks,sg,gen
4444,81040,101945,ustawy z dnia 15 grudnia 2000 r. o ochronie konkurencji i konsumentów,Ustawa z dnia 15 grudnia 2000 r. o ochronie konkurencji i konsumentów,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], ['sg', 'sg'], 'pl']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], ['loc', 'dat'], 'gen']","['government', None, 'government', 'government', 'government', None, None, 'government', 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'grudnia', 'grudnia', None, None, 'ochronie', 'ochronie', 'konkurencji']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '15'), ('15', 'grudnia'), ('grudnia', '2000'), ('2000', 'r.'), ('r.', 'o'), ('o', 'ochronie'), ('ochronie', 'konkurencji'), ('konkurencji', 'konsumentów')]",government,Ustawa,pl,acc
4444,81040,101945,ustawy z dnia 15 grudnia 2000 r. o ochronie konkurencji i konsumentów,Ustawa z dnia 15 grudnia 2000 r. o ochronie konkurencji i konsumentów,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], ['sg', 'sg'], 'pl']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], ['loc', 'dat'], 'gen']","['government', None, 'government', 'government', 'government', None, None, 'government', 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'grudnia', 'grudnia', None, None, 'ochronie', 'ochronie', 'konkurencji']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '15'), ('15', 'grudnia'), ('grudnia', '2000'), ('2000', 'r.'), ('r.', 'o'), ('o', 'ochronie'), ('ochronie', 'konkurencji'), ('konkurencji', 'konsumentów')]",government,Ustawa,pl,voc
4444,81040,101945,ustawy z dnia 15 grudnia 2000 r. o ochronie konkurencji i konsumentów,Ustawa z dnia 15 grudnia 2000 r. o ochronie konkurencji i konsumentów,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], ['sg', 'sg'], 'pl']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], ['loc', 'dat'], 'gen']","['government', None, 'government', 'government', 'government', None, None, 'government', 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'grudnia', 'grudnia', None, None, 'ochronie', 'ochronie', 'konkurencji']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '15'), ('15', 'grudnia'), ('grudnia', '2000'), ('2000', 'r.'), ('r.', 'o'), ('o', 'ochronie'), ('ochronie', 'konkurencji'), ('konkurencji', 'konsumentów')]",government,Ustawa,sg,gen
4444,81040,101945,ustawy z dnia 15 grudnia 2000 r. o ochronie konkurencji i konsumentów,Ustawa z dnia 15 grudnia 2000 r. o ochronie konkurencji i konsumentów,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], ['sg', 'sg'], 'pl']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], ['loc', 'dat'], 'gen']","['government', None, 'government', 'government', 'government', None, None, 'government', 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'grudnia', 'grudnia', None, None, 'ochronie', 'ochronie', 'konkurencji']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '15'), ('15', 'grudnia'), ('grudnia', '2000'), ('2000', 'r.'), ('r.', 'o'), ('o', 'ochronie'), ('ochronie', 'konkurencji'), ('konkurencji', 'konsumentów')]",government,Ustawa,pl,nom
4451,81046,101946,ustawie z dnia 11 kwietnia 1997 r. o ujawnieniu pracy lub służby w organach bezpieczeństwa państwa lub współpracy z nimi w latach 1944-1990 osób pełniących funkcje publiczne,Ustawa z dnia 11 kwietnia 1997 r. o ujawnieniu pracy lub służby w organach bezpieczeństwa państwa lub współpracy z nimi w latach 1944-1990 osób pełniących funkcje publiczne,"[['sg', 'sg'], None, ['sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], None, None, ['sg', 'sg'], ['sg', 'sg'], 'sg', None, None, None, ['pl', 'pl', 'sg', 'pl'], 'sg', None, None, None, None, ['pl'], ['pl'], 'pl', 'pl', ['pl', 'pl', 'pl']]","[['loc', 'dat'], None, ['gen'], ['voc', 'gen', 'nom'], ['voc', 'gen', 'nom'], None, None, ['loc', 'dat'], ['loc', 'dat'], 'gen', None, None, None, ['acc', 'voc', 'gen', 'nom'], 'gen', None, None, None, None, ['loc'], ['gen'], 'gen', 'acc', ['acc', 'voc', 'nom']]","['government', None, 'government', 'government', 'government', None, None, 'government', 'agreement', 'agreement', None, None, None, 'agreement', 'agreement', None, None, None, None, 'government', 'government', 'agreement', 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'kwietnia', 'kwietnia', None, None, 'ujawnieniu', 'pracy', 'pracy', None, None, None, 'bezpieczeństwa', 'państwa', None, None, None, None, 'latach', 'osób', 'osób', 'funkcje', 'funkcje']","[('ustawie', 'z'), ('z', 'dnia'), ('dnia', '11'), ('11', 'kwietnia'), ('kwietnia', '1997'), ('1997', 'r.'), ('r.', 'o'), ('o', 'ujawnieniu'), ('ujawnieniu', 'pracy'), ('pracy', 'służby'), ('służby', 'w'), ('w', 'organach'), ('organach', 'bezpieczeństwa'), ('bezpieczeństwa', 'państwa'), ('państwa', 'współpracy'), ('współpracy', 'z'), ('z', 'nimi'), ('nimi', 'w'), ('w', 'latach'), ('latach', '1944-1990'), ('1944-1990', 'osób'), ('osób', 'pełniących'), ('pełniących', 'funkcje'), ('funkcje', 'publiczne')]",government,Ustawa,sg,loc
4451,81046,101946,ustawie z dnia 11 kwietnia 1997 r. o ujawnieniu pracy lub służby w organach bezpieczeństwa państwa lub współpracy z nimi w latach 1944-1990 osób pełniących funkcje publiczne,Ustawa z dnia 11 kwietnia 1997 r. o ujawnieniu pracy lub służby w organach bezpieczeństwa państwa lub współpracy z nimi w latach 1944-1990 osób pełniących funkcje publiczne,"[['sg', 'sg'], None, ['sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], None, None, ['sg', 'sg'], ['sg', 'sg'], 'sg', None, None, None, ['pl', 'pl', 'sg', 'pl'], 'sg', None, None, None, None, ['pl'], ['pl'], 'pl', 'pl', ['pl', 'pl', 'pl']]","[['loc', 'dat'], None, ['gen'], ['voc', 'gen', 'nom'], ['voc', 'gen', 'nom'], None, None, ['loc', 'dat'], ['loc', 'dat'], 'gen', None, None, None, ['acc', 'voc', 'gen', 'nom'], 'gen', None, None, None, None, ['loc'], ['gen'], 'gen', 'acc', ['acc', 'voc', 'nom']]","['government', None, 'government', 'government', 'government', None, None, 'government', 'agreement', 'agreement', None, None, None, 'agreement', 'agreement', None, None, None, None, 'government', 'government', 'agreement', 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'kwietnia', 'kwietnia', None, None, 'ujawnieniu', 'pracy', 'pracy', None, None, None, 'bezpieczeństwa', 'państwa', None, None, None, None, 'latach', 'osób', 'osób', 'funkcje', 'funkcje']","[('ustawie', 'z'), ('z', 'dnia'), ('dnia', '11'), ('11', 'kwietnia'), ('kwietnia', '1997'), ('1997', 'r.'), ('r.', 'o'), ('o', 'ujawnieniu'), ('ujawnieniu', 'pracy'), ('pracy', 'służby'), ('służby', 'w'), ('w', 'organach'), ('organach', 'bezpieczeństwa'), ('bezpieczeństwa', 'państwa'), ('państwa', 'współpracy'), ('współpracy', 'z'), ('z', 'nimi'), ('nimi', 'w'), ('w', 'latach'), ('latach', '1944-1990'), ('1944-1990', 'osób'), ('osób', 'pełniących'), ('pełniących', 'funkcje'), ('funkcje', 'publiczne')]",government,Ustawa,sg,dat
4452,465801,101946,praw człowieka i obywatela,prawa człowieka i obywatela,"[['sg', 'pl'], ['sg', 'sg']]","[['sec', 'gen'], ['acc', 'gen']]","['government', 'agreement']","['prawa', 'człowieka']","[('praw', 'człowieka'), ('człowieka', 'obywatela')]",government,prawa,sg,sec
4452,465801,101946,praw człowieka i obywatela,prawa człowieka i obywatela,"[['sg', 'pl'], ['sg', 'sg']]","[['sec', 'gen'], ['acc', 'gen']]","['government', 'agreement']","['prawa', 'człowieka']","[('praw', 'człowieka'), ('człowieka', 'obywatela')]",government,prawa,pl,gen
4453,465798,101946,związkom wyznaniowym,związki wyznaniowe,['pl'],['dat'],['agreement'],['związki'],"[('związkom', 'wyznaniowym')]",agreement,związki,pl,dat
4455,465800,101946,Narodu Polskiego,Naród Polski,['sg'],['gen'],['agreement'],['Naród'],"[('Narodu', 'Polskiego')]",agreement,Naród,sg,gen
4459,78583,101946,Senatu Rzeczypospolitej Polskiej,Senat Rzeczypospolitej Polskiej,"['sg', ['sg', 'sg', 'sg']]","['gen', ['loc', 'dat', 'gen']]","['agreement', 'agreement']","['Senat', 'Rzeczypospolitej']","[('Senatu', 'Rzeczypospolitej'), ('Rzeczypospolitej', 'Polskiej')]",agreement,Senat,sg,gen
4462,465802,101947,Projektu Żegluga Sp. z o.o. w Szczecinie,Projekt Żegluga Sp. z o.o. w Szczecinie,"[['sg'], ['sg'], ['inst', 'gen'], ['inst', 'gen'], ['loc', 'acc'], None]","[['gen'], ['nom'], ['nwok', 'nwok'], ['nwok', 'nwok'], ['nwok', 'nwok'], None]","['government', 'government', 'government', 'government', 'government', None]","['Projekt', 'Żegluga', 'z', 'z', 'w', None]","[('Projektu', 'Żegluga'), ('Żegluga', 'Sp.'), ('Sp.', 'z'), ('z', 'o.o.'), ('o.o.', 'w'), ('w', 'Szczecinie')]",government,Projekt,sg,gen
4463,465804,101947,Grupy Polskie Składy Budowlane S.A. w Wałczu,Grupa Polskie Składy Budowlane S.A. w Wałczu,"[['pl', 'pl', 'pl'], ['pl', 'pl', 'pl'], ['pl', 'pl', 'pl'], None, None, None]","[['acc', 'voc', 'nom'], ['acc', 'voc', 'nom'], ['acc', 'voc', 'nom'], None, None, None]","['agreement', 'agreement', 'agreement', None, None, None]","['Polskie', 'Polskie', 'Składy', None, None, None]","[('Grupy', 'Polskie'), ('Polskie', 'Składy'), ('Składy', 'Budowlane'), ('Budowlane', 'S.A.'), ('S.A.', 'w'), ('w', 'Wałczu')]",agreement,Polskie,pl,acc
4463,465804,101947,Grupy Polskie Składy Budowlane S.A. w Wałczu,Grupa Polskie Składy Budowlane S.A. w Wałczu,"[['pl', 'pl', 'pl'], ['pl', 'pl', 'pl'], ['pl', 'pl', 'pl'], None, None, None]","[['acc', 'voc', 'nom'], ['acc', 'voc', 'nom'], ['acc', 'voc', 'nom'], None, None, None]","['agreement', 'agreement', 'agreement', None, None, None]","['Polskie', 'Polskie', 'Składy', None, None, None]","[('Grupy', 'Polskie'), ('Polskie', 'Składy'), ('Składy', 'Budowlane'), ('Budowlane', 'S.A.'), ('S.A.', 'w'), ('w', 'Wałczu')]",agreement,Polskie,pl,voc
4463,465804,101947,Grupy Polskie Składy Budowlane S.A. w Wałczu,Grupa Polskie Składy Budowlane S.A. w Wałczu,"[['pl', 'pl', 'pl'], ['pl', 'pl', 'pl'], ['pl', 'pl', 'pl'], None, None, None]","[['acc', 'voc', 'nom'], ['acc', 'voc', 'nom'], ['acc', 'voc', 'nom'], None, None, None]","['agreement', 'agreement', 'agreement', None, None, None]","['Polskie', 'Polskie', 'Składy', None, None, None]","[('Grupy', 'Polskie'), ('Polskie', 'Składy'), ('Składy', 'Budowlane'), ('Budowlane', 'S.A.'), ('S.A.', 'w'), ('w', 'Wałczu')]",agreement,Polskie,pl,nom
4464,78587,101947,Projektu Żegluga Sp. z o.o.,Projekt Żegluga Sp. z o.o.,"[['sg'], ['sg'], ['inst', 'gen'], ['inst', 'gen']]","[['gen'], ['nom'], ['nwok', 'nwok'], ['nwok', 'nwok']]","['government', 'government', 'government', 'government']","['Projekt', 'Żegluga', 'z', 'z']","[('Projektu', 'Żegluga'), ('Żegluga', 'Sp.'), ('Sp.', 'z'), ('z', 'o.o.')]",government,Projekt,sg,gen
